st,ag_dist,cnty,num_owp,cv,id,lat,lon
Iowa,CENTRAL,Poweshiek,22,56.6,IA,41.684526,–92.522882
Iowa,CENTRAL,Story,43,56.6,IA,42.037538,–93.466093
Iowa,CENTRAL,Tama,4,56.6,IA,42.074848,–92.529412
Iowa,CENTRAL,Webster,12,56.6,IA,42.434397,–94.179157
Iowa,EAST CENTRAL,Benton,9,56.6,IA,42.092547,–92.057630
Iowa,EAST CENTRAL,Cedar,14,56.6,IA,41.772355,–91.132190
Iowa,EAST CENTRAL,Clinton,14,56.6,IA,41.898073,–90.534243
Iowa,EAST CENTRAL,Iowa,7,56.6,IA,41.683918,–92.059123
Iowa,EAST CENTRAL,Jackson,11,56.6,IA,42.164281,–90.574597
Iowa,EAST CENTRAL,Johnson,33,56.6,IA,41.668737,–91.588812
Iowa,EAST CENTRAL,Jones,15,56.6,IA,42.125118,–91.116914
Iowa,EAST CENTRAL,Linn,24,56.6,IA,42.077951,–91.597674
Iowa,EAST CENTRAL,Muscatine,8,56.6,IA,41.483776,–91.118699
Iowa,EAST CENTRAL,Scott,16,56.6,IA,41.641679,–90.622290
Iowa,NORTH CENTRAL,Butler,10,56.6,IA,42.734708,–92.780066
Iowa,NORTH CENTRAL,Cerro Gordo,10,56.6,IA,43.075171,–93.251266
Iowa,NORTH CENTRAL,Floyd,9,56.6,IA,43.052741,–92.787367
Iowa,NORTH CENTRAL,Franklin,4,56.6,IA,42.736549,–93.271425
Iowa,NORTH CENTRAL,Hancock,5,56.6,IA,43.075411,–93.743697
Iowa,NORTH CENTRAL,Humboldt,6,56.6,IA,42.782221,–94.202775
Iowa,NORTH CENTRAL,Kossuth,6,56.6,IA,43.212478,–94.213983
Iowa,NORTH CENTRAL,Mitchell,4,56.6,IA,43.348564,–92.784466
Iowa,NORTH CENTRAL,Winnebago,3,56.6,IA,43.378124,–93.743488
Iowa,NORTH CENTRAL,Worth,5,56.6,IA,43.373491,–93.248533
Iowa,NORTH CENTRAL,Wright,1,56.6,IA,42.733007,–93.734735
Iowa,NORTHEAST,Allamakee,18,56.6,IA,43.274964,–91.382751
Iowa,NORTHEAST,Black Hawk,14,56.6,IA,42.472888,–92.306059
Iowa,NORTHEAST,Bremer,8,56.6,IA,42.78089,–92.327586
Iowa,NORTHEAST,Buchanan,9,56.6,IA,42.470328,–91.838666
Iowa,NORTHEAST,Chickasaw,9,56.6,IA,43.059741,–92.317210
Iowa,NORTHEAST,Clayton,21,56.6,IA,42.840998,–91.323511
Iowa,NORTHEAST,Delaware,4,56.6,IA,42.473003,–91.359443
Iowa,NORTHEAST,Dubuque,11,56.6,IA,42.463481,–90.878771
Iowa,NORTHEAST,Fayette,3,56.6,IA,42.86445,–91.839373
Iowa,NORTHEAST,Howard,8,56.6,IA,43.365313,–92.321908
Iowa,NORTHEAST,Winneshiek,23,56.6,IA,43.292989,–91.850788
Iowa,NORTHWEST,Buena Vista,7,56.6,IA,42.741522,–95.141433
Iowa,NORTHWEST,Cherokee,11,56.6,IA,42.742738,–95.633262
Iowa,NORTHWEST,Clay,7,56.6,IA,43.079822,–95.149726
Iowa,NORTHWEST,Dickinson,3,56.6,IA,43.389611,–95.196057
Iowa,NORTHWEST,Emmet,1,56.6,IA,43.377984,–94.669370
Iowa,NORTHWEST,Lyon,12,56.6,IA,43.38358,–96.207201
Iowa,NORTHWEST,O'Brien,8,56.6,IA,43.083746,–95.625624
Iowa,NORTHWEST,Osceola,4,56.6,IA,43.378542,–95.633788
Iowa,NORTHWEST,Palo Alto,2,56.6,IA,43.075854,–94.667297
Iowa,NORTHWEST,Plymouth,7,56.6,IA,42.737585,–96.215864
Iowa,NORTHWEST,Pocahontas,4,56.6,IA,42.734033,–94.678279
Iowa,NORTHWEST,Sioux,5,56.6,IA,43.082854,–96.177929
Iowa,SOUTH CENTRAL,Appanoose,6,56.6,IA,40.744683,–92.870345
Iowa,SOUTH CENTRAL,Clarke,7,56.6,IA,41.029191,–93.784096
Iowa,SOUTH CENTRAL,Decatur,2,56.6,IA,40.736379,–93.784580
Iowa,SOUTH CENTRAL,Lucas,8,56.6,IA,41.033344,–93.331467
Iowa,SOUTH CENTRAL,Madison,27,56.6,IA,41.330622,–94.015184
Iowa,SOUTH CENTRAL,Marion,16,56.6,IA,41.331455,–93.093849
Iowa,SOUTH CENTRAL,Monroe,2,56.6,IA,41.028847,–92.869642
Iowa,SOUTH CENTRAL,Ringgold,10,56.6,IA,40.735334,–94.244251
Iowa,SOUTH CENTRAL,Union,8,56.6,IA,41.02855,–94.245091
Iowa,SOUTH CENTRAL,Warren,39,56.6,IA,41.336769,–93.564366
Iowa,SOUTH CENTRAL,Wayne,14,56.6,IA,40.739983,–93.332613
Iowa,SOUTHEAST,Davis,15,56.6,IA,40.748089,–92.410345
Iowa,SOUTHEAST,Des Moines,2,56.6,IA,40.915339,–91.186925
Iowa,SOUTHEAST,Henry,7,56.6,IA,40.985864,–91.544270
Iowa,SOUTHEAST,Jefferson,15,56.6,IA,41.00688,–91.967137
Iowa,SOUTHEAST,Keokuk,19,56.6,IA,41.331182,–92.167721
Iowa,SOUTHEAST,Lee,7,56.6,IA,40.647588,–91.477157
Iowa,SOUTHEAST,Louisa,1,56.6,IA,41.218211,–91.256994
Iowa,SOUTHEAST,Mahaska,16,56.6,IA,41.330797,–92.636366
Iowa,SOUTHEAST,Van Buren,12,56.6,IA,40.754117,–91.952943
Iowa,SOUTHEAST,Wapello,4,56.6,IA,41.031263,–92.409482
Iowa,SOUTHEAST,Washington,11,56.6,IA,41.329401,–91.725052
Iowa,SOUTHWEST,Adair,3,56.6,IA,41.328528,–94.478164
Iowa,SOUTHWEST,Cass,11,56.6,IA,41.333824,–94.933302
Iowa,SOUTHWEST,Fremont,4,56.6,IA,40.743726,–95.599516
Iowa,SOUTHWEST,Mills,4,56.6,IA,41.033703,–95.619101
Iowa,SOUTHWEST,Montgomery,6,56.6,IA,41.021735,–95.157790
Iowa,SOUTHWEST,Page,4,56.6,IA,40.73909,–95.144290
Iowa,SOUTHWEST,Pottawattamie,15,56.6,IA,41.340184,–95.544905
Iowa,SOUTHWEST,Taylor,1,56.6,IA,40.737949,–94.697108
Iowa,WEST CENTRAL,Audubon,3,56.6,IA,41.679178,–94.904312
Iowa,WEST CENTRAL,Carroll,2,56.6,IA,42.039492,–94.867647
Iowa,WEST CENTRAL,Crawford,6,56.6,IA,42.043119,–95.389090
Iowa,WEST CENTRAL,Guthrie,3,56.6,IA,41.683573,–94.501272
Iowa,WEST CENTRAL,Harrison,8,56.6,IA,41.688584,–95.827149
Iowa,WEST CENTRAL,Sac,2,56.6,IA,42.387526,–95.105224
Iowa,WEST CENTRAL,Shelby,3,56.6,IA,41.679014,–95.308917
Iowa,WEST CENTRAL,Woodbury,18,56.6,IA,42.39322,–96.053296
Kansas,CENTRAL,Barton,4,92,KS,38.481239,–98.767837
Kansas,CENTRAL,Dickinson,9,92,KS,38.867735,–97.157943
Kansas,CENTRAL,Ellis,1,92,KS,38.914596,–99.317329
Kansas,CENTRAL,Ellsworth,2,92,KS,38.700845,–98.205355
Kansas,CENTRAL,Lincoln,4,92,KS,39.047276,–98.214265
Kansas,CENTRAL,Marion,22,92,KS,38.359647,–97.102771
Kansas,CENTRAL,Mcpherson,1,92,KS,38.395812,–97.647489
Kansas,CENTRAL,Rice,3,92,KS,38.347178,–98.201415
Kansas,CENTRAL,Saline,3,92,KS,38.786327,–97.650153
Kansas,EAST CENTRAL,Anderson,4,92,KS,38.215114,–95.292046
Kansas,EAST CENTRAL,Coffey,13,92,KS,38.23645,–95.729137
Kansas,EAST CENTRAL,Douglas,14,92,KS,38.896573,–95.290529
Kansas,EAST CENTRAL,Franklin,16,92,KS,38.558019,–95.278962
Kansas,EAST CENTRAL,Johnson,19,92,KS,38.883907,–94.822330
Kansas,EAST CENTRAL,Linn,6,92,KS,38.216549,–94.844932
Kansas,EAST CENTRAL,Lyon,9,92,KS,38.455498,–96.161589
Kansas,EAST CENTRAL,Miami,20,92,KS,38.566772,–94.832963
Kansas,EAST CENTRAL,Morris,7,92,KS,38.687696,–96.644905
Kansas,EAST CENTRAL,Osage,15,92,KS,38.649706,–95.727275
Kansas,EAST CENTRAL,Shawnee,10,92,KS,39.041805,–95.755664
Kansas,NORTH CENTRAL,Clay,1,92,KS,39.344964,–97.168853
Kansas,NORTH CENTRAL,Cloud,2,92,KS,39.487329,–97.641390
Kansas,NORTH CENTRAL,Mitchell,2,92,KS,39.393026,–98.207362
Kansas,NORTH CENTRAL,Osborne,2,92,KS,39.348649,–98.767876
Kansas,NORTH CENTRAL,Ottawa,2,92,KS,39.137963,–97.654803
Kansas,NORTH CENTRAL,Republic,5,92,KS,39.82891,–97.650921
Kansas,NORTH CENTRAL,Rooks,2,92,KS,39.346006,–99.324492
Kansas,NORTH CENTRAL,Smith,3,92,KS,39.78466,–98.785430
Kansas,NORTH CENTRAL,Washington,12,92,KS,39.776714,–97.095611
Kansas,NORTHEAST,Atchison,4,92,KS,39.532544,–95.313398
Kansas,NORTHEAST,Brown,1,92,KS,39.825931,–95.569905
Kansas,NORTHEAST,Doniphan,7,92,KS,39.788502,–95.147225
Kansas,NORTHEAST,Jackson,7,92,KS,39.410989,–95.794509
Kansas,NORTHEAST,Jefferson,30,92,KS,39.239644,–95.375314
Kansas,NORTHEAST,Leavenworth,33,92,KS,39.189511,–95.038977
Kansas,NORTHEAST,Marshall,6,92,KS,39.782709,–96.521243
Kansas,NORTHEAST,Nemaha,2,92,KS,39.791043,–96.005381
Kansas,NORTHEAST,Pottawatomie,13,92,KS,39.382187,–96.337113
Kansas,NORTHEAST,Riley,12,92,KS,39.291211,–96.727489
Kansas,NORTHEAST,Wyandotte,2,92,KS,39.115384,–94.763087
Kansas,NORTHWEST,Cheyenne,1,92,KS,39.789256,–101.727302
Kansas,NORTHWEST,Graham,4,92,KS,39.349445,–99.880952
Kansas,NORTHWEST,Norton,1,92,KS,39.783867,–99.899235
Kansas,NORTHWEST,Sheridan,1,92,KS,39.350543,–100.441206
Kansas,NORTHWEST,Thomas,2,92,KS,39.357706,–101.083439
Kansas,SOUTH CENTRAL,Comanche,3,92,KS,37.189071,–99.254089
Kansas,SOUTH CENTRAL,Harvey,7,92,KS,38.050144,–97.436707
Kansas,SOUTH CENTRAL,Kingman,2,92,KS,37.552951,–98.144529
Kansas,SOUTH CENTRAL,Kiowa,2,92,KS,37.561231,–99.286539
Kansas,SOUTH CENTRAL,Pawnee,1,92,KS,38.182873,–99.232154
Kansas,SOUTH CENTRAL,Reno,16,92,KS,37.948185,–98.078346
Kansas,SOUTH CENTRAL,Sedgwick,10,92,KS,37.683807,–97.459451
Kansas,SOUTH CENTRAL,Stafford,3,92,KS,38.03563,–98.719889
Kansas,SOUTH CENTRAL,Sumner,4,92,KS,37.236663,–97.493349
Kansas,SOUTHEAST,Allen,4,92,KS,37.884229,–95.300945
Kansas,SOUTHEAST,Bourbon,10,92,KS,37.8561,–94.850928
Kansas,SOUTHEAST,Butler,23,92,KS,37.773681,–96.838762
Kansas,SOUTHEAST,Chautauqua,5,92,KS,37.154259,–96.245396
Kansas,SOUTHEAST,Cherokee,7,92,KS,37.169392,–94.845698
Kansas,SOUTHEAST,Cowley,5,92,KS,37.234507,–96.837247
Kansas,SOUTHEAST,Crawford,4,92,KS,37.505628,–94.853941
Kansas,SOUTHEAST,Greenwood,4,92,KS,37.878659,–96.242232
Kansas,SOUTHEAST,Labette,11,92,KS,37.191468,–95.297473
Kansas,SOUTHEAST,Montgomery,12,92,KS,37.189537,–95.742403
Kansas,SOUTHEAST,Neosho,6,92,KS,37.564283,–95.315683
Kansas,SOUTHEAST,Wilson,1,92,KS,37.558515,–95.745175
Kansas,SOUTHEAST,Woodson,3,92,KS,37.888484,–95.757553
Kansas,SOUTHWEST,Hamilton,2,92,KS,37.995244,–101.793689
Kansas,SOUTHWEST,Meade,1,92,KS,37.243886,–100.360094
Kansas,WEST CENTRAL,Ness,2,92,KS,38.480437,–99.908745
Kansas,WEST CENTRAL,Scott,1,92,KS,38.481877,–100.906360
Kentucky,BLUEGRASS,Anderson,18,87.9,KY,38.005396,–84.986417
Kentucky,BLUEGRASS,Bath,15,87.9,KY,38.152249,–83.737641
Kentucky,BLUEGRASS,Bourbon,13,87.9,KY,38.202562,–84.209860
Kentucky,BLUEGRASS,Boyle,13,87.9,KY,37.6182,–84.873016
Kentucky,BLUEGRASS,Clark,15,87.9,KY,37.970133,–84.144974
Kentucky,BLUEGRASS,Fayette,15,87.9,KY,38.040157,–84.458443
Kentucky,BLUEGRASS,Fleming,12,87.9,KY,38.368431,–83.706152
Kentucky,BLUEGRASS,Franklin,22,87.9,KY,38.234919,–84.868786
Kentucky,BLUEGRASS,Garrard,16,87.9,KY,37.630162,–84.545856
Kentucky,BLUEGRASS,Harrison,23,87.9,KY,38.443489,–84.332796
Kentucky,BLUEGRASS,Jessamine,16,87.9,KY,37.873291,–84.583960
Kentucky,BLUEGRASS,Lincoln,24,87.9,KY,37.457257,–84.658074
Kentucky,BLUEGRASS,Madison,19,87.9,KY,37.723528,–84.277008
Kentucky,BLUEGRASS,Mason,14,87.9,KY,38.594068,–83.828052
Kentucky,BLUEGRASS,Mercer,20,87.9,KY,37.812085,–84.879695
Kentucky,BLUEGRASS,Montgomery,24,87.9,KY,38.038138,–83.912338
Kentucky,BLUEGRASS,Nicholas,11,87.9,KY,38.337132,–84.025554
Kentucky,BLUEGRASS,Robertson,3,87.9,KY,38.513826,–84.063757
Kentucky,BLUEGRASS,Scott,6,87.9,KY,38.289882,–84.579376
Kentucky,BLUEGRASS,Shelby,48,87.9,KY,38.239426,–85.228360
Kentucky,BLUEGRASS,Spencer,6,87.9,KY,38.026976,–85.321525
Kentucky,BLUEGRASS,Washington,11,87.9,KY,37.754209,–85.175416
Kentucky,BLUEGRASS,Woodford,15,87.9,KY,38.042789,–84.748147
Kentucky,CENTRAL,Adair,15,87.9,KY,37.105541,–85.281401
Kentucky,CENTRAL,Allen,31,87.9,KY,36.75077,–86.192458
Kentucky,CENTRAL,Barren,26,87.9,KY,36.963614,–85.924990
Kentucky,CENTRAL,Breckinridge,22,87.9,KY,37.778109,–86.432829
Kentucky,CENTRAL,Bullitt,17,87.9,KY,37.969572,–85.703036
Kentucky,CENTRAL,Butler,5,87.9,KY,37.207013,–86.682471
Kentucky,CENTRAL,Casey,20,87.9,KY,37.321962,–84.928220
Kentucky,CENTRAL,Clinton,4,87.9,KY,36.729124,–85.153499
Kentucky,CENTRAL,Cumberland,6,87.9,KY,36.784227,–85.393499
Kentucky,CENTRAL,Edmonson,12,87.9,KY,37.227856,–86.217778
Kentucky,CENTRAL,Grayson,16,87.9,KY,37.458577,–86.344011
Kentucky,CENTRAL,Green,2,87.9,KY,37.269637,–85.561403
Kentucky,CENTRAL,Hardin,14,87.9,KY,37.695836,–85.963183
Kentucky,CENTRAL,Hart,21,87.9,KY,37.313856,–85.881995
Kentucky,CENTRAL,Jefferson,7,87.9,KY,38.189533,–85.657624
Kentucky,CENTRAL,Larue,5,87.9,KY,37.545518,–85.697209
Kentucky,CENTRAL,Marion,12,87.9,KY,37.552247,–85.269242
Kentucky,CENTRAL,Meade,14,87.9,KY,37.967476,–86.200863
Kentucky,CENTRAL,Metcalfe,10,87.9,KY,36.990394,–85.629554
Kentucky,CENTRAL,Monroe,2,87.9,KY,36.714077,–85.713508
Kentucky,CENTRAL,Nelson,31,87.9,KY,37.803188,–85.465955
Kentucky,CENTRAL,Russell,4,87.9,KY,36.989127,–85.058976
Kentucky,CENTRAL,Taylor,10,87.9,KY,37.365106,–85.326698
Kentucky,CENTRAL,Warren,23,87.9,KY,36.995634,–86.423579
Kentucky,EASTERN OR MOUNTAIN,Bell,8,87.9,KY,36.72268,–83.681046
Kentucky,EASTERN OR MOUNTAIN,Boyd,8,87.9,KY,38.360004,–82.681406
Kentucky,EASTERN OR MOUNTAIN,Breathitt,3,87.9,KY,37.521178,–83.322401
Kentucky,EASTERN OR MOUNTAIN,Carter,8,87.9,KY,38.309555,–83.048821
Kentucky,EASTERN OR MOUNTAIN,Clay,16,87.9,KY,37.164466,–83.710763
Kentucky,EASTERN OR MOUNTAIN,Elliott,5,87.9,KY,38.116425,–83.097541
Kentucky,EASTERN OR MOUNTAIN,Estill,10,87.9,KY,37.69246,–83.963927
Kentucky,EASTERN OR MOUNTAIN,Floyd,7,87.9,KY,37.558283,–82.740337
Kentucky,EASTERN OR MOUNTAIN,Greenup,6,87.9,KY,38.563596,–82.933833
Kentucky,EASTERN OR MOUNTAIN,Harlan,2,87.9,KY,36.859223,–83.221497
Kentucky,EASTERN OR MOUNTAIN,Jackson,12,87.9,KY,37.40332,–84.020686
Kentucky,EASTERN OR MOUNTAIN,Johnson,3,87.9,KY,37.84926,–82.830639
Kentucky,EASTERN OR MOUNTAIN,Knox,17,87.9,KY,36.887476,–83.855630
Kentucky,EASTERN OR MOUNTAIN,Laurel,19,87.9,KY,37.113268,–84.119395
Kentucky,EASTERN OR MOUNTAIN,Lawrence,7,87.9,KY,38.074459,–82.738305
Kentucky,EASTERN OR MOUNTAIN,Lee,1,87.9,KY,37.605383,–83.718497
Kentucky,EASTERN OR MOUNTAIN,Letcher,8,87.9,KY,37.118503,–82.861175
Kentucky,EASTERN OR MOUNTAIN,Lewis,5,87.9,KY,38.532051,–83.373303
Kentucky,EASTERN OR MOUNTAIN,Magoffin,8,87.9,KY,37.698954,–83.069716
Kentucky,EASTERN OR MOUNTAIN,Martin,1,87.9,KY,37.796774,–82.506623
Kentucky,EASTERN OR MOUNTAIN,Mccreary,9,87.9,KY,36.731136,–84.491052
Kentucky,EASTERN OR MOUNTAIN,Menifee,2,87.9,KY,37.950715,–83.597345
Kentucky,EASTERN OR MOUNTAIN,Morgan,10,87.9,KY,37.92294,–83.258944
Kentucky,EASTERN OR MOUNTAIN,Owsley,8,87.9,KY,37.423452,–83.691566
Kentucky,EASTERN OR MOUNTAIN,Perry,9,87.9,KY,37.241282,–83.217772
Kentucky,EASTERN OR MOUNTAIN,Pike,6,87.9,KY,37.482067,–82.402869
Kentucky,EASTERN OR MOUNTAIN,Powell,9,87.9,KY,37.810379,–83.826985
Kentucky,EASTERN OR MOUNTAIN,Pulaski,28,87.9,KY,37.108312,–84.579986
Kentucky,EASTERN OR MOUNTAIN,Rockcastle,16,87.9,KY,37.36122,–84.314419
Kentucky,EASTERN OR MOUNTAIN,Rowan,13,87.9,KY,38.205894,–83.425969
Kentucky,EASTERN OR MOUNTAIN,Wayne,14,87.9,KY,36.802011,–84.830440
Kentucky,EASTERN OR MOUNTAIN,Whitley,15,87.9,KY,36.758021,–84.144550
Kentucky,EASTERN OR MOUNTAIN,Wolfe,2,87.9,KY,37.743774,–83.495068
Kentucky,MIDWESTERN,Caldwell,3,87.9,KY,37.148643,–87.870510
Kentucky,MIDWESTERN,Christian,19,87.9,KY,36.893388,–87.493554
Kentucky,MIDWESTERN,Crittenden,11,87.9,KY,37.358149,–88.105010
Kentucky,MIDWESTERN,Daviess,29,87.9,KY,37.731671,–87.087139
Kentucky,MIDWESTERN,Hancock,7,87.9,KY,37.843389,–86.792773
Kentucky,MIDWESTERN,Henderson,4,87.9,KY,37.792542,–87.572577
Kentucky,MIDWESTERN,Hopkins,9,87.9,KY,37.31107,–87.542196
Kentucky,MIDWESTERN,Logan,26,87.9,KY,36.859829,–86.881436
Kentucky,MIDWESTERN,Mclean,3,87.9,KY,37.530575,–87.262931
Kentucky,MIDWESTERN,Muhlenberg,8,87.9,KY,37.213816,–87.134092
Kentucky,MIDWESTERN,Ohio,16,87.9,KY,37.477859,–86.844871
Kentucky,MIDWESTERN,Simpson,10,87.9,KY,36.740863,–86.581464
Kentucky,MIDWESTERN,Todd,10,87.9,KY,36.840338,–87.183642
Kentucky,MIDWESTERN,Webster,4,87.9,KY,37.520021,–87.685095
Kentucky,NORTHERN,Boone,20,87.9,KY,38.974595,–84.731444
Kentucky,NORTHERN,Bracken,8,87.9,KY,38.678523,–84.100355
Kentucky,NORTHERN,Campbell,24,87.9,KY,38.946981,–84.379583
Kentucky,NORTHERN,Carroll,3,87.9,KY,38.668284,–85.124083
Kentucky,NORTHERN,Grant,12,87.9,KY,38.64921,–84.625946
Kentucky,NORTHERN,Henry,21,87.9,KY,38.451561,–85.120079
Kentucky,NORTHERN,Kenton,8,87.9,KY,38.930477,–84.533492
Kentucky,NORTHERN,Oldham,21,87.9,KY,38.400046,–85.456059
Kentucky,NORTHERN,Owen,8,87.9,KY,38.499603,–84.841509
Kentucky,NORTHERN,Pendleton,19,87.9,KY,38.690765,–84.354041
Kentucky,NORTHERN,Trimble,10,87.9,KY,38.618193,–85.355171
Kentucky,PURCHASE,Ballard,2,87.9,KY,37.05112,–89.009178
Kentucky,PURCHASE,Calloway,4,87.9,KY,36.620978,–88.274086
Kentucky,PURCHASE,Graves,7,87.9,KY,36.723344,–88.649897
Kentucky,PURCHASE,Livingston,11,87.9,KY,37.209517,–88.363426
Kentucky,PURCHASE,Marshall,14,87.9,KY,36.882017,–88.332752
Kentucky,PURCHASE,Mccracken,9,87.9,KY,37.053688,–88.712378
Kentucky,PURCHASE,Trigg,17,87.9,KY,36.807681,–87.858652
Louisiana,CENTRAL,Avoyelles,18,91.5,LA,31.085094,–91.993798
Louisiana,CENTRAL,Catahoula,1,91.5,LA,31.666517,–91.846703
Louisiana,CENTRAL,Concordia,1,91.5,LA,31.469806,–91.626314
Louisiana,CENTRAL,Evangeline,3,91.5,LA,30.720693,–92.404086
Louisiana,CENTRAL,Grant,3,91.5,LA,31.597787,–92.561716
Louisiana,CENTRAL,La Salle,2,91.5,LA,31.680836,–92.161809
Louisiana,CENTRAL,Pointe Coupee,3,91.5,LA,30.708319,–91.604621
Louisiana,CENTRAL,Rapides,22,91.5,LA,31.193204,–92.535953
Louisiana,CENTRAL,St. Landry,7,91.5,LA,30.583441,–91.989275
Louisiana,CENTRAL,West Baton Rouge,3,91.5,LA,30.464052,–91.309808
Louisiana,EAST CENTRAL,East Baton Rouge,14,91.5,LA,30.544002,–91.093174
Louisiana,EAST CENTRAL,East Feliciana,15,91.5,LA,30.839784,–91.043434
Louisiana,EAST CENTRAL,Livingston,15,91.5,LA,30.440419,–90.727474
Louisiana,EAST CENTRAL,St. Helena,4,91.5,LA,30.821423,–90.709350
Louisiana,EAST CENTRAL,St. Tammany,44,91.5,LA,30.410022,–89.951962
Louisiana,EAST CENTRAL,Tangipahoa,22,91.5,LA,30.621581,–90.406633
Louisiana,EAST CENTRAL,Washington,15,91.5,LA,30.852144,–90.046253
Louisiana,EAST CENTRAL,West Feliciana,5,91.5,LA,30.872701,–91.421008
Louisiana,NORTH CENTRAL,Caldwell,1,91.5,LA,32.101244,–92.114180
Louisiana,NORTH CENTRAL,Claiborne,2,91.5,LA,32.827585,–92.991125
Louisiana,NORTH CENTRAL,Jackson,7,91.5,LA,32.30448,–92.556672
Louisiana,NORTH CENTRAL,Lincoln,10,91.5,LA,32.601148,–92.662082
Louisiana,NORTH CENTRAL,Ouachita,2,91.5,LA,32.477495,–92.154798
Louisiana,NORTH CENTRAL,Union,3,91.5,LA,32.829349,–92.375650
Louisiana,NORTH CENTRAL,Winn,3,91.5,LA,31.941187,–92.641269
Louisiana,NORTHEAST,Franklin,4,91.5,LA,32.138279,–91.672101
Louisiana,NORTHEAST,Madison,3,91.5,LA,32.365824,–91.240729
Louisiana,NORTHEAST,Morehouse,6,91.5,LA,32.820008,–91.800399
Louisiana,NORTHEAST,Richland,9,91.5,LA,32.418121,–91.758375
Louisiana,NORTHEAST,Tensas,3,91.5,LA,32.001489,–91.342576
Louisiana,NORTHEAST,West Carroll,4,91.5,LA,32.79248,–91.451998
Louisiana,NORTHWEST,Bossier,11,91.5,LA,32.696202,–93.617977
Louisiana,NORTHWEST,Caddo,10,91.5,LA,32.577195,–93.882423
Louisiana,NORTHWEST,De Soto,3,91.5,LA,32.059248,–93.740797
Louisiana,NORTHWEST,Red River,2,91.5,LA,32.101213,–93.349050
Louisiana,NORTHWEST,Webster,3,91.5,LA,32.732152,–93.339825
Louisiana,SOUTH CENTRAL,Iberville,3,91.5,LA,30.288394,–91.363150
Louisiana,SOUTH CENTRAL,Lafayette,3,91.5,LA,30.206507,–92.064170
Louisiana,SOUTH CENTRAL,St. Martin,14,91.5,LA,30.121433,–91.611481
Louisiana,SOUTHEAST,Ascension,7,91.5,LA,30.202946,–90.910023
Louisiana,SOUTHEAST,Jefferson,2,91.5,LA,29.5033,–90.036231
Louisiana,SOUTHEAST,Lafourche,13,91.5,LA,29.491993,–90.394849
Louisiana,SOUTHEAST,Orleans,6,91.5,LA,30.068636,–89.939007
Louisiana,SOUTHEAST,Plaquemines,6,91.5,LA,29.402337,–89.298489
Louisiana,SOUTHEAST,St. Charles,6,91.5,LA,29.913833,–90.359314
Louisiana,SOUTHEAST,St. John The Baptist,2,91.5,LA,30.117471,–90.504677
Louisiana,SOUTHEAST,Terrebonne,6,91.5,LA,29.333266,–90.844191
Louisiana,SOUTHWEST,Allen,2,91.5,LA,30.652744,–92.819605
Louisiana,SOUTHWEST,Beauregard,29,91.5,LA,30.645018,–93.340253
Louisiana,SOUTHWEST,Calcasieu,18,91.5,LA,30.229559,–93.358015
Louisiana,SOUTHWEST,Jefferson Davis,7,91.5,LA,30.269529,–92.816221
Louisiana,SOUTHWEST,Vermilion,9,91.5,LA,29.786872,–92.290090
Louisiana,WEST CENTRAL,Natchitoches,9,91.5,LA,31.734982,–93.086106
Louisiana,WEST CENTRAL,Sabine,9,91.5,LA,31.560209,–93.559228
Louisiana,WEST CENTRAL,Vernon,9,91.5,LA,31.110563,–93.181520
Maine,CENTRAL,Hancock,26,57.8,ME,44.564906,–68.370703
Maine,CENTRAL,Penobscot,34,57.8,ME,45.390602,–68.657487
Maine,CENTRAL,Piscataquis,13,57.8,ME,45.917678,–69.104548
Maine,CENTRAL,Somerset,20,57.8,ME,45.507482,–69.976040
Maine,CENTRAL,Waldo,16,57.8,ME,44.505361,–69.139678
Maine,CENTRAL,Washington,20,57.8,ME,44.967009,–67.609354
Maine,NORTH,Aroostook,17,57.8,ME,46.727057,–68.649410
Maine,SOUTH,Androscoggin,9,57.8,ME,44.167681,–70.207435
Maine,SOUTH,Cumberland,45,57.8,ME,43.808348,–70.330375
Maine,SOUTH,Franklin,13,57.8,ME,44.973012,–70.444727
Maine,SOUTH,Kennebec,25,57.8,ME,44.417012,–69.765764
Maine,SOUTH,Knox,7,57.8,ME,44.042045,–69.038515
Maine,SOUTH,Lincoln,12,57.8,ME,43.994265,–69.514029
Maine,SOUTH,Oxford,29,57.8,ME,44.494585,–70.734688
Maine,SOUTH,Sagadahoc,18,57.8,ME,43.916694,–69.843994
Maine,SOUTH,York,29,57.8,ME,43.427239,–70.670402
Maryland,LOWER EASTERN SHORE,Dorchester,2,72.7,MD,38.429196,–76.047433
Maryland,LOWER EASTERN SHORE,Wicomico,5,72.7,MD,38.367389,–75.632206
Maryland,LOWER EASTERN SHORE,Worcester,5,72.7,MD,38.222133,–75.309932
Maryland,NORTH CENTRAL,Baltimore,38,72.7,MD,39.443167,–76.616569
Maryland,NORTH CENTRAL,Carroll,26,72.7,MD,39.563189,–77.015512
Maryland,NORTH CENTRAL,Frederick,38,72.7,MD,39.470427,–77.397627
Maryland,NORTH CENTRAL,Harford,26,72.7,MD,39.537429,–76.299789
Maryland,NORTH CENTRAL,Howard,30,72.7,MD,39.252264,–76.924406
Maryland,NORTH CENTRAL,Montgomery,37,72.7,MD,39.137382,–77.203063
Maryland,NORTH CENTRAL,Washington,14,72.7,MD,39.603621,–77.814671
Maryland,SOUTHERN,Anne Arundel,13,72.7,MD,38.993374,–76.560511
