year,state,chemical_type,chemical_name,chem_app(lbs),lb/acre/app(avg),lb/acre/yr(avg),num_app(avg),pct_area_treated(avg)
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","1,000",0.204,0.459,2.2,11
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCIN SULFATE = 6310)","3,500",0.236,0.453,1.9,39
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","9,300",4.038,4.756,1.2,10
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","14,700",0.43,1.569,3.6,48
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",200,0.084,0.147,1.7,8
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)","8,400",1.222,4.61,3.8,9
2019,Pennsylvania,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D = 30001)",600,0.75,0.839,1.1,3
2019,Pennsylvania,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)","1,300",0.925,2.285,2.5,3
2019,Pennsylvania,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)",100,0.04,0.057,1.4,5
2019,Pennsylvania,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLOPYRALID MONO SALT = 117401)",200,0.206,0.235,1.1,4
2019,Pennsylvania,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)",100,0.455,0.676,1.5,1
2019,Pennsylvania,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","3,200",1.174,2.18,1.9,7
2019,Pennsylvania,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","4,800",0.741,1.205,1.6,21
2019,Pennsylvania,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","8,200",2.267,2.408,1.1,17
2019,Pennsylvania,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)",400,1.844,2.014,1.1,1
2019,Pennsylvania,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)",300,0.424,0.63,1.5,2
2019,Pennsylvania,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",100,0.012,0.019,1.5,30
2019,Pennsylvania,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","3,400",0.092,0.331,3.6,53
2019,Pennsylvania,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BUPROFEZIN = 275100)",800,0.565,0.797,1.4,5
2019,Pennsylvania,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","4,300",0.909,1.107,1.2,20
2019,Pennsylvania,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","1,100",0.055,0.128,2.3,43
2019,Pennsylvania,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","13,700",1.338,1.702,1.3,41
2019,Pennsylvania,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)",0,0.012,0.017,1.5,4
2019,Pennsylvania,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","1,200",0.53,0.81,1.5,8
2019,Pennsylvania,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DINOTEFURAN = 44312)",0,0.17,0.183,1.1,1
2019,Pennsylvania,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)",0,0.023,0.028,1.2,1
2019,Pennsylvania,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)",600,0.137,0.454,3.3,7
2019,Pennsylvania,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)",0,0.072,0.125,1.7,1
2019,Pennsylvania,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","1,300",0.09,0.186,2.1,36
2019,Pennsylvania,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (INDOXACARB = 67710)",800,0.066,0.151,2.3,27
2019,Pennsylvania,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)",0,0.022,0.04,1.8,6
2019,Pennsylvania,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","1,400",0.156,0.318,2,22
2019,Pennsylvania,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","5,400",0.983,2.616,2.7,11
2019,Pennsylvania,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)",200,0.063,0.108,1.7,9
2019,Pennsylvania,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","1,000",0.057,0.122,2.1,42
2019,Pennsylvania,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)",100,0.049,0.071,1.5,6
2019,Pennsylvania,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)",0,0.019,0.027,1.4,9
2019,Pennsylvania,"CHEMICAL, OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)",0,0.038,0.039,1,5
2019,Pennsylvania,"CHEMICAL, OTHER","CHEMICAL, OTHER: (BENZYLADENINE = 116901)",100,0.029,0.037,1.3,15
2019,Pennsylvania,"CHEMICAL, OTHER","CHEMICAL, OTHER: (BUTENOIC ACID HYDRO. = 129104)",100,0.051,0.078,1.5,7
2019,Pennsylvania,"CHEMICAL, OTHER","CHEMICAL, OTHER: (ETHEPHON = 99801)","2,700",0.2,0.548,2.7,25
2019,Pennsylvania,"CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLINS A4A7 = 116902)",100,0.011,0.021,2,18
2019,Pennsylvania,"CHEMICAL, OTHER","CHEMICAL, OTHER: (INDAZIFLAM = 80818)",100,0.067,0.161,2.4,4
2019,Pennsylvania,"CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","67,100",10.016,18.943,1.9,18
2019,Pennsylvania,"CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA = 56002)",0,0,0.001,3.9,18
2019,Pennsylvania,"CHEMICAL, OTHER","CHEMICAL, OTHER: (PROHEXADIONE CALCIUM = 112600)","2,000",0.19,0.491,2.6,21
2019,Pennsylvania,"CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)",400,0.198,0.603,3,4
2019,Pennsylvania,"CHEMICAL, OTHER","CHEMICAL, OTHER: (SPIRODICLOFEN = 124871)",100,0.262,0.31,1.2,2
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","2,400",0.247,0.266,1.1,5
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","3,279,900",20.136,30.347,1.5,64
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CEREVISANE = 100055)","2,400",0.697,0.887,1.3,2
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","103,900",1.451,2.045,1.4,30
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OCTANOATE = 23306)",500,0.129,0.14,1.1,2
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXIDE = 25601)","169,800",3.791,4.641,1.2,22
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","1,000",0.436,0.48,1.1,1
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)",300,0.044,0.047,1.1,3
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","1,800",0.199,0.205,1,5
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","7,600",0.086,0.112,1.3,40
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","4,100",0.088,0.116,1.3,21
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","12,700",2.524,2.612,1,3
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (KASUGAMYCIN = 230001)","1,200",0.084,0.092,1.1,8
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","78,300",3.057,4.709,1.5,10
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","1,300",0.139,0.156,1.1,5
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (OXYTETRACYCLINE CALC = 6321)","1,400",0.181,0.201,1.1,4
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)","5,600",0.247,0.332,1.3,10
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","8,100",0.139,0.194,1.4,25
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","815,600",7.583,10.993,1.4,44
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","3,600",0.736,0.766,1,3
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","8,100",0.085,0.11,1.3,43
2019,Washington,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","23,000",0.405,0.579,1.4,23
2019,Washington,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)","6,100",0.886,1.526,1.7,2
2019,Washington,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","19,800",0.999,1.106,1.1,11
2019,Washington,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","5,500",1.104,1.189,1.1,3
2019,Washington,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE AMM. SALT = 103604)","1,000",0.154,0.178,1.2,3
2019,Washington,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","42,100",1.648,2.346,1.4,11
2019,Washington,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ISOXABEN = 125851)","2,000",0.769,0.886,1.2,1
2019,Washington,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","17,000",2.826,3.186,1.1,3
2019,Washington,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","7,000",0.868,0.949,1.1,4
2019,Washington,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","42,300",0.983,1.185,1.2,21
2019,Washington,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","23,800",1.956,2.203,1.1,6
2019,Washington,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PYRAFLUFEN-ETHYL = 30090)",200,0.005,0.005,1.1,21
2019,Washington,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)","1,800",0.06,0.062,1,18
2019,Washington,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","6,600",1.534,2.039,1.3,2
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",300,0.023,0.026,1.1,7
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","12,600",0.136,0.203,1.5,37
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)",100,0.03,0.04,1.3,2
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","4,100",0.483,0.54,1.1,4
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BUPROFEZIN = 275100)","2,500",1.506,1.525,1,1
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","174,400",1.419,1.941,1.4,53
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","10,900",0.093,0.115,1.2,56
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","113,800",1.946,2.031,1,33
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)","1,600",0.119,0.138,1.2,7
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)","2,200",0.172,0.187,1.1,7
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","24,000",1.823,2.169,1.2,7
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (EMAMECTIN BENZOATE = 122806)",700,0.014,0.019,1.4,22
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)",200,0.099,0.102,1,1
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENBUTATIN-OXIDE = 104601)","1,800",0.988,1.055,1.1,1
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)",200,0.385,0.387,1,0
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)",100,0.053,0.082,1.5,1
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)",100,0.137,0.14,1,0
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","9,100",0.1,0.128,1.3,42
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (INDOXACARB = 67710)",200,0.123,0.124,1,1
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (KAOLIN = 100104)","237,400",38.304,43.553,1.1,3
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","1,000",0.039,0.055,1.4,11
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","1,700",0.25,0.31,1.2,3
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)","4,700",0.18,0.259,1.4,11
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","37,800",6.168,8.342,1.4,3
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","66,800",3.509,5.497,1.6,7
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)",100,0.054,0.055,1,1
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIDABEN = 129105)","2,000",0.401,0.422,1.1,3
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)","3,200",0.108,0.138,1.3,14
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","13,000",0.104,0.14,1.4,54
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","4,600",0.109,0.142,1.3,19
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROTETRAMAT = 392201)","6,300",0.125,0.241,1.9,15
2019,Washington,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",100,0.058,0.06,1,1
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)","2,600",0.061,0.094,1.5,16
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (BENZYLADENINE = 116901)","3,000",0.048,0.052,1.1,34
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (BUTENOIC ACID HYDRO. = 129104)","1,800",0.079,0.09,1.1,12
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRIC ACID = 128955)","15,800",11.792,13.996,1.2,1
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRYLIC ACID = 128919)","23,200",17.341,20.582,1.2,1
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (CYCLOPROPENE,1-METHY = 224459)",0,0.013,0.013,1,1
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)",0,0,0,1.2,9
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (DIPHACINONE = 67701)",0,0,0,1,1
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (DODECADIEN-1-OL = 129028)","2,000",0.046,0.05,1.1,24
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (DODECANOL = 1509)",700,0.031,0.032,1,14
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (E-8-DODECENYL ACETAT = 128907)",0,0.004,0.004,1,2
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (ETHEPHON = 99801)","27,100",0.627,0.699,1.1,23
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)","9,300",0.096,0.126,1.3,43
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLINS A4A7 = 116902)","2,100",0.02,0.027,1.3,46
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)","1,500",1.221,3.943,3.2,0
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (INDAZIFLAM = 80818)",800,0.046,0.047,1,10
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","6,489,500",13.634,42.587,3.1,90
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA = 56002)",0,0,0,1,1
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA, POTASSIUM SALT = 56003)","1,600",0.031,0.035,1.1,27
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA, SODIUM = 56007)",100,0.007,0.01,1.3,6
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (NAD = 56001)",500,0.06,0.077,1.3,4
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (OXYTETRACYCLINE HYDROCHLORIDE = 6308)","18,600",0.224,0.351,1.6,31
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)",200,0.158,0.51,3.2,0
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (PROHEXADIONE CALCIUM = 112600)","20,000",0.274,0.381,1.4,31
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)","1,000",0.194,0.223,1.1,3
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (SPIRODICLOFEN = 124871)","7,400",0.28,0.34,1.2,13
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (STRYCHNINE = 76901)",0,0.011,0.011,1,2
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (TETRADECANOL = 1510)",200,0.007,0.007,1,14
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (TETRADECEN-1-OL (Z) = 128980)",300,0.045,0.049,1.1,3
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (Z-11-TETRADECENAL = 120011)",0,0.002,0.002,1,2
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (Z-11-TETRADECENOL = 129021)",0,0.002,0.002,1,2
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (Z-8-DODECANOL = 128908)",0,0.001,0.001,1,2
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (Z-8-DODECEN ACETATE = 128906)",100,0.03,0.031,1,2
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (Z-9-TETRADECEN-1-YL ACETATE = 129109)",0,0.011,0.011,1,2
2019,Washington,"CHEMICAL, OTHER","CHEMICAL, OTHER: (ZINC PHOSPHIDE = 88601)","1,200",0.199,0.223,1.1,3
